"station","latitude","longitude","date","species","detected","hours_recorded","hours_detected"
"JORDANBASIN",43.6,-68.2,"2024-02-09","RIWH",,,
"JORDANBASIN",43.6,-68.2,"2024-02-10","RIWH",,,
"JORDANBASIN",43.6,-68.2,"2024-02-11","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-02-12","RIWH",,,
"JORDANBASIN",43.6,-68.2,"2024-02-13","RIWH",,,
"JORDANBASIN",43.6,-68.2,"2024-02-14","RIWH",,,
"JORDANBASIN",43.6,-68.2,"2024-02-15","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-02-16","RIWH",,,
"JORDANBASIN",43.6,-68.2,"2024-02-17","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-02-18","RIWH","N",20,0
"JORDANBASIN",43.6,-68.2,"2024-02-19","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-02-20","RIWH","N",20,0
"JORDANBASIN",43.6,-68.2,"2024-02-21","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-02-22","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-02-23","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-02-24","RIWH",,,
"JORDANBASIN",43.6,-68.2,"2024-02-25","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-02-26","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-02-27","RIWH",,,
"JORDANBASIN",43.6,-68.2,"2024-02-28","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-02-29","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-03-01","RIWH",,,
"JORDANBASIN",43.6,-68.2,"2024-03-02","RIWH","N",20,0
"JORDANBASIN",43.6,-68.2,"2024-03-03","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-03-04","RIWH","Y",24,2
"JORDANBASIN",43.6,-68.2,"2024-03-05","RIWH",,,
"JORDANBASIN",43.6,-68.2,"2024-03-06","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-03-07","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-03-08","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-03-09","RIWH","N",20,0
"JORDANBASIN",43.6,-68.2,"2024-03-10","RIWH",,,
"JORDANBASIN",43.6,-68.2,"2024-03-11","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-03-12","RIWH","N",20,0
"JORDANBASIN",43.6,-68.2,"2024-03-13","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-03-14","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-03-15","RIWH",,,
"JORDANBASIN",43.6,-68.2,"2024-03-16","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-03-17","RIWH","N",20,0
"JORDANBASIN",43.6,-68.2,"2024-03-18","RIWH","N",20,0
"JORDANBASIN",43.6,-68.2,"2024-03-19","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-03-20","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-03-21","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-03-22","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-03-23","RIWH","N",20,0
"JORDANBASIN",43.6,-68.2,"2024-03-24","RIWH",,,
"JORDANBASIN",43.6,-68.2,"2024-03-25","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-03-26","RIWH","Y",20,3
"JORDANBASIN",43.6,-68.2,"2024-03-27","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-03-28","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-03-29","RIWH",,,
"JORDANBASIN",43.6,-68.2,"2024-03-30","RIWH",,,
"JORDANBASIN",43.6,-68.2,"2024-03-31","RIWH",,,
"JORDANBASIN",43.6,-68.2,"2024-04-01","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-04-02","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-04-03","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-04-04","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-04-05","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-04-06","RIWH",,,
"JORDANBASIN",43.6,-68.2,"2024-04-07","RIWH","Y",24,2
"JORDANBASIN",43.6,-68.2,"2024-04-08","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-04-09","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-04-10","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-04-11","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-04-12","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-04-13","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-04-14","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-04-15","RIWH",,,
"JORDANBASIN",43.6,-68.2,"2024-04-16","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-04-17","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-04-18","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-04-19","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-04-20","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-04-21","RIWH",,,
"JORDANBASIN",43.6,-68.2,"2024-04-22","RIWH",,,
"JORDANBASIN",43.6,-68.2,"2024-04-23","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-04-24","RIWH",,,
"JORDANBASIN",43.6,-68.2,"2024-04-25","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-04-26","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-04-27","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-04-28","RIWH","N",24,0
"JORDANBASIN",43.6,-68.2,"2024-04-29","RIWH","N",20,0
"JORDANBASIN",43.6,-68.2,"2024-04-30","RIWH","N",20,0
